STATN	REG_ID	YEAR	MONTH	Depth_interval	mean	count
BY15 GOTLANDSDJ	135404	1969	11	>= 225.0 m	18.90247884083015	3
BY15 GOTLANDSDJ	135404	1970	1	>= 225.0 m	12.432980697678616	5
BY15 GOTLANDSDJ	135404	1970	6	>= 225.0 m	4.497799808020381	2
BY15 GOTLANDSDJ	135404	1970	9	>= 225.0 m	6.834778077003675	1
BY15 GOTLANDSDJ	135404	1970	10	>= 225.0 m	3.8496953777533847	1
BY15 GOTLANDSDJ	135404	1971	1	>= 225.0 m	2.043887809669059	1
BY15 GOTLANDSDJ	135404	1971	4	>= 225.0 m	2.041306954127142	1
BY15 GOTLANDSDJ	135404	1971	6	>= 225.0 m	0.4948842201185631	1
BY15 GOTLANDSDJ	135404	1971	7	>= 225.0 m	1.3597476980772294	1
BY15 GOTLANDSDJ	135404	1971	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1971	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1972	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1972	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1972	6	>= 225.0 m	26.394998600680953	1
BY15 GOTLANDSDJ	135404	1972	7	>= 225.0 m	24.515913873169552	1
BY15 GOTLANDSDJ	135404	1972	8	>= 225.0 m	12.181642020469955	1
BY15 GOTLANDSDJ	135404	1972	9	>= 225.0 m	17.896593002229334	1
BY15 GOTLANDSDJ	135404	1972	10	>= 225.0 m	12.928249406842834	1
BY15 GOTLANDSDJ	135404	1972	11	>= 225.0 m	12.498418533060683	1
BY15 GOTLANDSDJ	135404	1973	1	>= 225.0 m	6.839623315501424	1
BY15 GOTLANDSDJ	135404	1973	5	>= 225.0 m	1.716366816608153	1
BY15 GOTLANDSDJ	135404	1973	6	>= 225.0 m	1.601859554661681	2
BY15 GOTLANDSDJ	135404	1973	9	>= 225.0 m	1.5379986004649666	2
BY15 GOTLANDSDJ	135404	1974	2	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1974	6	>= 225.0 m	3.084867208059657	1
BY15 GOTLANDSDJ	135404	1974	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1974	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1975	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1975	6	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	1975	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1975	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1976	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1976	5	>= 225.0 m	14.492650863210061	1
BY15 GOTLANDSDJ	135404	1976	6	>= 225.0 m	11.41633783083026	1
BY15 GOTLANDSDJ	135404	1976	8	>= 225.0 m	4.839537281543086	1
BY15 GOTLANDSDJ	135404	1976	11	>= 225.0 m	1.851843569599682	1
BY15 GOTLANDSDJ	135404	1977	2	>= 225.0 m	29.456778744289593	1
BY15 GOTLANDSDJ	135404	1977	3	>= 225.0 m	25.68764840889198	1
BY15 GOTLANDSDJ	135404	1977	6	>= 225.0 m	13.778917238948722	1
BY15 GOTLANDSDJ	135404	1977	7	>= 225.0 m	13.124524665272325	1
BY15 GOTLANDSDJ	135404	1977	11	>= 225.0 m	3.842874536649177	1
BY15 GOTLANDSDJ	135404	1978	1	>= 225.0 m	4.509285921044504	1
BY15 GOTLANDSDJ	135404	1978	5	>= 225.0 m	3.287322610656914	1
BY15 GOTLANDSDJ	135404	1978	6	>= 225.0 m	0.4109689345720025	2
BY15 GOTLANDSDJ	135404	1978	8	>= 225.0 m	1.8328057633901316	1
BY15 GOTLANDSDJ	135404	1978	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1979	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1979	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1979	7	>= 225.0 m		0
BY15 GOTLANDSDJ	135404	1979	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1979	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1979	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1980	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1980	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1980	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1981	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1981	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1981	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1982	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1982	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1982	8	>= 225.0 m		0
BY15 GOTLANDSDJ	135404	1982	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1983	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1983	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1983	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1983	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1984	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1984	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1984	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1984	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1985	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1985	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1985	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1985	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1986	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1986	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1986	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1986	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1987	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1987	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1987	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1987	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1988	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1988	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1988	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1988	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1989	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1989	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1989	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1989	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1990	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1990	5	>= 225.0 m		0
BY15 GOTLANDSDJ	135404	1990	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1990	11	>= 225.0 m		0
BY15 GOTLANDSDJ	135404	1991	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1991	5	>= 225.0 m		0
BY15 GOTLANDSDJ	135404	1991	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1991	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1992	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1992	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1992	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1992	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1992	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1993	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1993	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1993	6	>= 225.0 m	16.121223576477863	1
BY15 GOTLANDSDJ	135404	1993	7	>= 225.0 m	5.253947089462348	1
BY15 GOTLANDSDJ	135404	1993	8	>= 225.0 m	3.035250440032028	2
BY15 GOTLANDSDJ	135404	1993	10	>= 225.0 m	1.0259388021841938	1
BY15 GOTLANDSDJ	135404	1993	11	>= 225.0 m	0.7279464350908189	1
BY15 GOTLANDSDJ	135404	1993	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1994	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1994	2	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1994	3	>= 225.0 m	15.451780817356918	2
BY15 GOTLANDSDJ	135404	1994	4	>= 225.0 m	36.1040728680697	1
BY15 GOTLANDSDJ	135404	1994	5	>= 225.0 m	36.747419447422416	1
BY15 GOTLANDSDJ	135404	1994	7	>= 225.0 m	26.859475617573295	1
BY15 GOTLANDSDJ	135404	1994	8	>= 225.0 m	19.89689041157924	1
BY15 GOTLANDSDJ	135404	1994	9	>= 225.0 m	23.677526944779252	1
BY15 GOTLANDSDJ	135404	1994	10	>= 225.0 m	19.494247085149183	1
BY15 GOTLANDSDJ	135404	1994	11	>= 225.0 m	13.587948206418416	1
BY15 GOTLANDSDJ	135404	1995	1	>= 225.0 m	17.559064249802184	1
BY15 GOTLANDSDJ	135404	1995	2	>= 225.0 m	14.370711027717705	1
BY15 GOTLANDSDJ	135404	1995	3	>= 225.0 m	15.578354457508219	3
BY15 GOTLANDSDJ	135404	1995	4	>= 225.0 m	12.36209148928083	1
BY15 GOTLANDSDJ	135404	1995	5	>= 225.0 m	10.525316344437215	1
BY15 GOTLANDSDJ	135404	1995	6	>= 225.0 m	14.19347436556179	1
BY15 GOTLANDSDJ	135404	1995	7	>= 225.0 m	9.359380858019374	1
BY15 GOTLANDSDJ	135404	1995	8	>= 225.0 m	3.679943215502942	1
BY15 GOTLANDSDJ	135404	1995	9	>= 225.0 m	2.2272613783397253	1
BY15 GOTLANDSDJ	135404	1995	10	>= 225.0 m	1.9860905451259412	1
BY15 GOTLANDSDJ	135404	1995	11	>= 225.0 m	4.045977778882385	1
BY15 GOTLANDSDJ	135404	1995	12	>= 225.0 m	2.282887930148635	1
BY15 GOTLANDSDJ	135404	1996	1	>= 225.0 m	1.350286711994179	1
BY15 GOTLANDSDJ	135404	1996	2	>= 225.0 m	1.83159908956838	1
BY15 GOTLANDSDJ	135404	1996	3	>= 225.0 m	1.9739354127206776	2
BY15 GOTLANDSDJ	135404	1996	4	>= 225.0 m	2.9287109505368	1
BY15 GOTLANDSDJ	135404	1996	5	>= 225.0 m	2.528040881291459	1
BY15 GOTLANDSDJ	135404	1996	6	>= 225.0 m	1.478418107682383	1
BY15 GOTLANDSDJ	135404	1996	7	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1996	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1996	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1996	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1996	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1996	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1997	1	>= 225.0 m	7.634532120308735	1
BY15 GOTLANDSDJ	135404	1997	3	>= 225.0 m	1.5806707937918651	2
BY15 GOTLANDSDJ	135404	1997	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1997	6	>= 225.0 m	1.8745614686170529	1
BY15 GOTLANDSDJ	135404	1997	7	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1997	8	>= 225.0 m	1.7521960727523833	1
BY15 GOTLANDSDJ	135404	1997	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1997	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1997	11	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	1997	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1998	1	>= 225.0 m	10.708138413084344	1
BY15 GOTLANDSDJ	135404	1998	2	>= 225.0 m	4.318143017927656	1
BY15 GOTLANDSDJ	135404	1998	3	>= 225.0 m	5.922110597587821	3
BY15 GOTLANDSDJ	135404	1998	4	>= 225.0 m	4.984395733023442	1
BY15 GOTLANDSDJ	135404	1998	6	>= 225.0 m	1.9793331650856265	2
BY15 GOTLANDSDJ	135404	1998	7	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1998	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1998	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1998	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1998	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1998	12	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	1999	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1999	2	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1999	3	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	1999	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1999	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1999	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1999	7	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1999	8	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	1999	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1999	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	1999	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2000	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2000	2	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2000	3	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	2000	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2000	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2000	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2000	7	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2000	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2000	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2000	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2000	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2001	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2001	3	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	2001	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2001	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2001	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2001	7	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2001	8	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	2001	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2001	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2001	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2002	1	>= 225.0 m	9.504872604248838	1
BY15 GOTLANDSDJ	135404	2002	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2002	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2002	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2002	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2002	7	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2002	8	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	2002	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2002	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2002	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2003	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2003	2	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2003	3	>= 225.0 m	1.3939585733629543	1
BY15 GOTLANDSDJ	135404	2003	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2003	5	>= 225.0 m	39.108138348296755	1
BY15 GOTLANDSDJ	135404	2003	6	>= 225.0 m	40.31145876869812	1
BY15 GOTLANDSDJ	135404	2003	7	>= 225.0 m	30.542329363848246	2
BY15 GOTLANDSDJ	135404	2003	8	>= 225.0 m	30.846763358074853	1
BY15 GOTLANDSDJ	135404	2003	9	>= 225.0 m	23.95466485577642	1
BY15 GOTLANDSDJ	135404	2003	10	>= 225.0 m	21.397025996780776	1
BY15 GOTLANDSDJ	135404	2003	11	>= 225.0 m	18.46477656438223	1
BY15 GOTLANDSDJ	135404	2003	12	>= 225.0 m	20.783217729970225	1
BY15 GOTLANDSDJ	135404	2004	1	>= 225.0 m	15.877187711105766	1
BY15 GOTLANDSDJ	135404	2004	2	>= 225.0 m	12.515920664114816	1
BY15 GOTLANDSDJ	135404	2004	3	>= 225.0 m	6.581244721365918	1
BY15 GOTLANDSDJ	135404	2004	4	>= 225.0 m	4.8925662450287755	1
BY15 GOTLANDSDJ	135404	2004	5	>= 225.0 m	4.053059700226748	1
BY15 GOTLANDSDJ	135404	2004	6	>= 225.0 m	1.949896277658812	1
BY15 GOTLANDSDJ	135404	2004	7	>= 225.0 m	1.444573978142785	2
BY15 GOTLANDSDJ	135404	2004	8	>= 225.0 m	1.132786109916827	1
BY15 GOTLANDSDJ	135404	2004	9	>= 225.0 m	0.5873438166449909	1
BY15 GOTLANDSDJ	135404	2004	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2004	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2004	12	>= 225.0 m	0.9198967472343607	1
BY15 GOTLANDSDJ	135404	2005	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2005	2	>= 225.0 m	1.081092105304566	1
BY15 GOTLANDSDJ	135404	2005	4	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	2005	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2005	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2005	7	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2005	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2005	9	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	2005	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2005	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2005	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2006	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2006	3	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	2006	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2006	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2006	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2006	7	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2006	8	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	2006	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2006	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2006	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2006	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2007	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2007	2	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2007	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2007	4	>= 225.0 m	2.8247508647455786	1
BY15 GOTLANDSDJ	135404	2007	5	>= 225.0 m	0.7670216030681941	1
BY15 GOTLANDSDJ	135404	2007	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2007	7	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2007	8	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	2007	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2007	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2007	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2007	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2008	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2008	2	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2008	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2008	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2008	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2008	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2008	7	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	2008	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2008	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2008	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2008	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2008	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2009	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2009	2	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2009	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2009	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2009	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2009	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2009	7	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	2009	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2009	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2009	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2009	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2009	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2010	2	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2010	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2010	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2010	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2010	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2010	7	>= 225.0 m	0.0	2
BY15 GOTLANDSDJ	135404	2010	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2010	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2010	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2010	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2010	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2011	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2011	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2011	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2011	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2011	7	>= 225.0 m		0
BY15 GOTLANDSDJ	135404	2011	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2011	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2011	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2011	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2011	12	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2012	1	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2012	3	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2012	7	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2012	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2013	4	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2013	5	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2013	6	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2013	7	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2013	8	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2013	9	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2013	10	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2013	11	>= 225.0 m	0.0	1
BY15 GOTLANDSDJ	135404	2013	12	>= 225.0 m		0
BY15 GOTLANDSDJ	135404	2014	2	>= 225.0 m		0
BY15 GOTLANDSDJ	135404	2014	3	>= 225.0 m		0
BY15 GOTLANDSDJ	135404	2014	4	>= 225.0 m		0
BY15 GOTLANDSDJ	135404	2014	6	>= 225.0 m		0
BY15 GOTLANDSDJ	135404	2014	7	>= 225.0 m	15.045572411697796	1
BY15 GOTLANDSDJ	135404	2014	8	>= 225.0 m	1.3003589737061025	1
BY15 GOTLANDSDJ	135404	2014	9	>= 225.0 m		0
